"sgdid"	"type"	"qual"	"name"	"gene"	"alias"	"parent"	"sgdid2"	"chrom"	"start"	"end"	"strand"	"genpos"	"cver"	"sver"	"desc"
"505"	"S000002901"	"ORF"	"Verified"	"YDR493W"	"MZM1"	"AIM8|FMP36"	"chromosome 4"	""	"4"	1436217	1436588	"W"	NA	"2011-02-03"	"1996-07-31"	"Protein required for assembly of the cytochrome bc(1) complex; acts as a chaperone for Rip1p and facilitates its insertion into the complex at a late stage of assembly; localized to the mitochondrial matrix; null mutant exhibits a respiratory growth defect and reduced mitochondrial zinc levels, which is characteristic of mutations affecting bc(1) complex assembly; member of the LYR protein family; human LYRM7 is a functional ortholog"
"506"	"S000002910"	"ORF"	"Verified"	"YDR502C"	"SAM2"	"methionine adenosyltransferase SAM2|ETH2"	"chromosome 4"	"L000001799"	"4"	1454464	1453310	"C"	NA	"2011-02-03"	"1996-07-31"	"S-adenosylmethionine synthetase; catalyzes transfer of the adenosyl group of ATP to the sulfur atom of methionine; comparative analysis suggests that a mitochondrially targeted form may result from translation starting at a non-canonical codon upstream of the annotated start codon"
"507"	"S000002919"	"ORF"	"Verified"	"YDR511W"	"SDH7"	"ACN9"	"chromosome 4"	""	"4"	1470017	1470418	"W"	NA	"2011-02-03"	"1996-07-31"	"Mitochondrial protein involved in assembly of succinate dehydrogenase; has a role in maturation of the Sdh2p subunit; localized to the mitochondrial intermembrane space; required for acetate utilization and gluconeogenesis; mutation in Drosophila ortholog SDHAF3 causes reduced succinate dehydrogenase activity and neuronal and muscular dysfunction; member of the LYR protein family"
"508"	"S000002921"	"ORF"	"Verified"	"YDR513W"	"GRX2"	"dithiol glutaredoxin GRX2|TTR1"	"chromosome 4"	"L000000510|L000002386"	"4"	1471017	1471448	"W"	NA	"2011-02-03"	"1996-07-31"	"Cytoplasmic glutaredoxin; thioltransferase, glutathione-dependent disulfide oxidoreductase involved in maintaining redox state of target proteins, also exhibits glutathione peroxidase activity, expression induced in response to stress; GRX2 has two in-frame start codons resulting in a shorter isoform that is retained in the cytosol and a longer form translocated to the mitochondrial matrix; GRX2 has a paralog, GRX1, that arose from the whole genome duplication"
"509"	"S000002920"	"ORF"	"Verified"	"YDR512C"	"EMI1"	""	"chromosome 4"	""	"4"	1471063	1470500	"C"	NA	"2011-02-03"	"1996-07-31"	"Non-essential protein of unknown function; required for transcriptional induction of the early meiotic-specific transcription factor IME1, also required for sporulation; contains twin cysteine-x9-cysteine motifs; deletion affects mitochondrial morphology"
"510"	"S000002922"	"ORF"	"Verified"	"YDR514C"	""	""	"chromosome 4"	""	"4"	1472999	1471548	"C"	NA	"2011-02-03"	"1996-07-31"	"Protein of unknown function that localizes to mitochondria; overexpression affects endocytic protein trafficking; YDR514C has a paralog, GFD2, that arose from the whole genome duplication"
"511"	"S000002937"	"ORF"	"Verified"	"YDR529C"	"QCR7"	"ubiquinol--cytochrome-c reductase subunit 7|UCR7|CRO1|COR4"	"chromosome 4"	"L000001547"	"4"	1496548	1496165	"C"	NA	"2011-02-03"	"1996-07-31"	"Subunit 7 of ubiquinol cytochrome-c reductase (Complex III); Complex III is a component of the mitochondrial inner membrane electron transport chain; oriented facing the mitochondrial matrix; N-terminus appears to play a role in complex assembly"
"512"	"S000000797"	"ORF"	"Verified"	"YEL071W"	"DLD3"	"D-lactate dehydrogenase"	"chromosome 5"	""	"5"	16355	17845	"W"	NA	"1996-07-31"	"1996-07-31"	"2-hydroxyglutarate transhydrogenase, and minor D-lactate dehydrogenase; converts D-2-hydroxyglutarate (D-2HG), an oncometabolite, to alpha-ketoglutarate in the presence of FAD, with concomitant reduction of pyruvate to D-lactate; minor lactate dehydrogenase activity; component of the retrograde regulon that consists of genes whose expression are stimulated by damage to mitochondria and reduced in cells grown with glutamate as the sole nitrogen source; located in the cytoplasm"
"513"	"S000002954"	"ORF"	"Verified"	"YEL059C-A"	"SOM1"	""	"chromosome 5"	"L000003993"	"5"	42624	42400	"C"	NA	"1996-07-31"	"1996-07-31"	"Subunit of the mitochondrial inner membrane peptidase (IMP); IMP is required for maturation of mitochondrial proteins of the intermembrane space; Som1p facilitates cleavage of a subset of substrates; contains twin cysteine-x9-cysteine motifs"
"514"	"S000000778"	"ORF"	"Verified"	"YEL052W"	"AFG1"	""	"chromosome 5"	"L000000055"	"5"	56571	58100	"W"	NA	"1996-07-31"	"1996-07-31"	"Protein that may act as a chaperone for cytochrome c oxidase subunits; conserved protein; may act as a chaperone in the degradation of misfolded or unassembled cytochrome c oxidase subunits; localized to matrix face of the mitochondrial inner membrane; member of the AAA family but lacks a protease domain"
"515"	"S000000773"	"ORF"	"Verified"	"YEL047C"	"FRD1"	"fumarate reductase|FRDS1"	"chromosome 5"	""	"5"	66797	65385	"C"	NA	"1996-07-31"	"1996-07-31"	"Soluble fumarate reductase; required with isoenzyme Osm1p for anaerobic growth; may interact with ribosomes, based on co-purification experiments; authentic, non-tagged protein is detected in purified mitochondria in high-throughput studies; similar to Arxula adeninovorans fumarate reductase; protein abundance increases in response to DNA replication stress; FRD1 has a paralog, OSM1, that arose from the whole genome duplication"
"516"	"S000000765"	"ORF"	"Verified"	"YEL039C"	"CYC7"	"cytochrome c isoform 2"	"chromosome 5"	"L000000451"	"5"	79977	79636	"C"	-27	"1996-07-31"	"1996-07-31"	"Cytochrome c isoform 2, expressed under hypoxic conditions; also known as iso-2-cytochrome c; electron carrier of the mitochondrial intermembrane space that transfers electrons from ubiquinone-cytochrome c oxidoreductase to cytochrome c oxidase during cellular respiration; protein abundance increases in response to DNA replication stress; CYC7 has a paralog, CYC1, that arose from the whole genome duplication"
"517"	"S000000757"	"ORF"	"Verified"	"YEL031W"	"SPF1"	"ion-transporting P-type ATPase SPF1|PER9|PIO1|COD1"	"chromosome 5"	"L000003454"	"5"	90258	93905	"W"	NA	"1996-07-31"	"1996-07-31"	"P-type ATPase, ion transporter of the ER membrane; required to maintain normal lipid composition of intracellular compartments and proper targeting of mitochondrial outer membrane tail-anchored proteins; involved in ER function and Ca2+ homeostasis; required for regulating Hmg2p degradation; confers sensitivity to a killer toxin (SMKT) produced by Pichia farinosa KK1"
"518"	"S000000756"	"ORF"	"Verified"	"YEL030W"	"ECM10"	"Hsp70 family ATPase ECM10|SSC3"	"chromosome 5"	"L000003885"	"5"	94644	96578	"W"	NA	"1996-07-31"	"1996-07-31"	"Heat shock protein of the Hsp70 family; localized in mitochondrial nucleoids, plays a role in protein translocation, interacts with Mge1p in an ATP-dependent manner; overexpression induces extensive mitochondrial DNA aggregations; ECM10 has a paralog, SSC1, that arose from the whole genome duplication"
"519"	"S000000750"	"ORF"	"Verified"	"YEL024W"	"RIP1"	"ubiquinol--cytochrome-c reductase catalytic subunit RIP1"	"chromosome 5"	"L000001643"	"5"	107260	107907	"W"	NA	"1996-07-31"	"1996-07-31"	"Ubiquinol-cytochrome-c reductase; a Rieske iron-sulfur protein of the mitochondrial cytochrome bc1 complex; transfers electrons from ubiquinol to cytochrome c1 during respiration; during import, Rip1p is first imported into the mitochondrial matrix where it is processed, acquires its Fe-S cluster, and is folded, then is translocated into the inner membrane by the action of a homo-oligomer of Bcs1p, and finally is delivered by Bcs1p to Complex III for assembly"
"520"	"S000007256"	"ORF"	"Verified"	"YEL020W-A"	"TIM9"	"protein transporter TIM9"	"chromosome 5"	"L000004718"	"5"	117211	117474	"W"	NA	"1999-07-17"	"1999-07-17"	"Essential protein of the mitochondrial intermembrane space; forms a complex with Tim10p (TIM10 complex) that delivers hydrophobic proteins to the TIM22 complex for insertion into the inner membrane"
"521"	"S000006618"	"tRNA_gene"	""	"tK(CUU)E1"	""	""	"chromosome 5"	"L000003806"	"5"	135497	135425	"C"	NA	"2000-05-19"	"2000-05-19"	"Lysine tRNA (tRNA-Lys), predicted by tRNAscan-SE analysis; a small portion is imported into mitochondria via interaction with mt lysyl-tRNA synthetase Msk1p and is necessary to decode AAG codons at high temperature, when base modification of mt-encoded tRNA-Lys is reduced"
"522"	"S000000732"	"ORF"	"Verified"	"YEL006W"	"YEA6"	"NAD+ transporter|NDT2"	"chromosome 5"	""	"5"	144327	145334	"W"	NA	"2011-02-03"	"1996-07-31"	"Putative mitochondrial NAD+ transporter; member of the mitochondrial carrier subfamily (see also YIA6); has putative human ortholog; YEA6 has a paralog, YIA6, that arose from the whole genome duplication"
"523"	"S000000806"	"ORF"	"Verified"	"YER004W"	"FMP52"	""	"chromosome 5"	""	"5"	159580	160275	"W"	NA	"2011-02-03"	"1996-07-31"	"Protein of unknown function; localized to the mitochondrial outer membrane; induced by treatment with 8-methoxypsoralen and UVA irradiation"
"524"	"S000000816"	"ORF"	"Verified"	"YER014W"	"HEM14"	"oxygen-dependent protoporphyrinogen oxidase"	"chromosome 5"	"L000003353"	"5"	182600	184219	"W"	NA	"2011-02-03"	"1996-07-31"	"Protoporphyrinogen oxidase; a mitochondrial enzyme that catalyzes the seventh step in the heme biosynthetic pathway, converting protoporphyrinogen IX to protoporphyrin IX; inhibited by diphenyl ether-type herbicides"
"525"	"S000000817"	"ORF"	"Verified"	"YER015W"	"FAA2"	"medium-chain fatty acid-CoA ligase FAA2|FAM1"	"chromosome 5"	"L000000595|L000000599"	"5"	184541	186775	"W"	NA	"2011-02-03"	"1996-07-31"	"Medium chain fatty acyl-CoA synthetase; activates imported fatty acids; accepts a wide range of fatty acid chain lengths with a preference for medium chains, C9:0-C13:0; localized to the peroxisome; comparative analysis suggests that a mitochondrially targeted form may result from translation starting at a non-canonical codon upstream of the annotated start codon"
"526"	"S000000819"	"ORF"	"Verified"	"YER017C"	"AFG3"	"AAA family ATPase AFG3|YTA10"	"chromosome 5"	"L000002562|L000000057"	"5"	191788	189503	"C"	NA	"2011-02-03"	"1996-07-31"	"Mitochondrial inner membrane m-AAA protease component; mediates degradation of misfolded or unassembled proteins; also required for correct assembly of mitochondrial enzyme complexes; involved in cytoplasmic mRNA translation and aging; expression of human homolog AFG3L2 can complement yeast yta12 afg3 double mutant"
"527"	"S000000821"	"ORF"	"Verified"	"YER019W"	"ISC1"	"inositol phosphosphingolipid phospholipase"	"chromosome 5"	""	"5"	192797	194230	"W"	NA	"2011-02-03"	"1996-07-31"	"Inositol phosphosphingolipid phospholipase C; mitochondrial membrane localized; hydrolyzes complex sphingolipids to produce ceramide; activates genes required for non-fermentable carbon source metabolism during diauxic shift; activated by phosphatidylserine, cardiolipin, and phosphatidylglycerol; mediates Na+ and Li+ halotolerance; ortholog of mammalian neutral sphingomyelinase type 2"
"528"	"S000000826"	"ORF"	"Verified"	"YER024W"	"YAT2"	"carnitine O-acetyltransferase YAT2"	"chromosome 5"	""	"5"	202192	204963	"W"	NA	"2011-02-03"	"1996-07-31"	"Carnitine acetyltransferase; has similarity to Yat1p, which is a carnitine acetyltransferase associated with the mitochondrial outer membrane"
"529"	"S000000835"	"ORF"	"Verified"	"YER033C"	"ZRG8"	""	"chromosome 5"	"S000007518"	"5"	221287	218057	"C"	NA	"2011-02-03"	"1996-07-31"	"Protein of unknown function; authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; GFP-fusion protein is localized to the cytoplasm; transcription induced under conditions of zinc deficiency"
"530"	"S000007237"	"ORF"	"Verified"	"YER048W-A"	"ISD11"	""	"chromosome 5"	""	"5"	250718	251002	"W"	NA	"2011-02-03"	"1999-07-17"	"Cysteine desulfurase (Nfs1p) activator; essential for the formation of the persulfide intermediate at the desulfurase active site during pyridoxal phosphate-dependent desulfuration of cysteine; required for mitochondrial iron-sulfur cluster biosynthesis; exclusive to eukaryotes, implicated as eukaryotic supplement to the bacterium-derived Fe-S cluster (ISC) assembly apparatus; involved in regulation of iron metabolism; member of the LYR protein family"
"531"	"S000000855"	"ORF"	"Verified"	"YER053C"	"PIC2"	"Cu/Pi carrier"	"chromosome 5"	""	"5"	259639	258737	"C"	NA	"2011-02-03"	"1996-07-31"	"Mitochondrial copper and phosphate carrier; imports copper and inorganic phosphate into mitochondria; functionally redundant with Mir1p but less abundant than Mir1p under normal conditions; expression is induced at high temperature"
"532"	"S000000859"	"ORF"	"Verified"	"YER057C"	"HMF1"	"putative isoleucine biosynthesis protein HMF1|HIG1"	"chromosome 5"	"L000004440"	"5"	271126	270737	"C"	NA	"2011-02-03"	"1996-07-31"	"Member of the p14.5 protein family; functionally complements Mmf1p function when targeted to mitochondria; heat shock inducible; high-dosage growth inhibitor; forms a homotrimer in vitro; HMF1 has a paralog, MMF1, that arose from the whole genome duplication"
"533"	"S000000863"	"ORF"	"Verified"	"YER061C"	"CEM1"	"fatty acid synthase CEM1"	"chromosome 5"	"L000000292"	"5"	279626	278298	"C"	NA	"2011-02-03"	"1996-07-31|2011-02-03"	"Mitochondrial beta-keto-acyl synthase; possible role in fatty acid synthesis; required for mitochondrial respiration; human homolog OXSM can complement yeast cem1 null mutant"
"534"	"S000000871"	"ORF"	"Verified"	"YER069W"	"ARG5,6"	"argC|argB|bifunctional acetylglutamate kinase/N-acetyl-gamma-glutamyl-phosphate reductase"	"chromosome 5"	"L000000110"	"5"	295410	298001	"W"	55	"2011-02-03"	"1996-07-31"	"Acetylglutamate kinase and N-acetyl-gamma-glutamyl-phosphate reductase; N-acetyl-L-glutamate kinase (NAGK) catalyzes the 2nd and N-acetyl-gamma-glutamyl-phosphate reductase (NAGSA), the 3rd step in arginine biosynthesis; synthesized as a precursor which is processed in the mitochondrion to yield mature NAGK and NAGSA; enzymes form a metabolon complex with Arg2p; NAGK C-terminal domain stabilizes the enzymes, slows catalysis and is involved in feed-back inhibition by arginine"
"535"	"S000000880"	"ORF"	"Verified"	"YER078C"	"ICP55"	"aminopeptidase"	"chromosome 5"	""	"5"	318342	316807	"C"	NA	"2011-02-03"	"1996-07-31"	"Mitochondrial aminopeptidase; cleaves the N termini of at least 38 imported proteins after cleavage by the mitochondrial processing peptidase (MPP), thereby increasing their stability; member of the aminopeptidase P family"
"536"	"S000000882"	"ORF"	"Verified"	"YER080W"	"AIM9"	"FMP29"	"chromosome 5"	""	"5"	319963	321846	"W"	NA	"2011-02-03"	"1996-07-31"	"Protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; null mutant displays elevated frequency of mitochondrial genome loss"
"537"	"S000000889"	"ORF"	"Verified"	"YER087W"	"AIM10"	"putative proline--tRNA ligase AIM10"	"chromosome 5"	""	"5"	330576	332306	"W"	NA	"2011-02-03"	"1996-07-31"	"Protein with similarity to tRNA synthetases; non-tagged protein is detected in purified mitochondria; null mutant is viable and displays elevated frequency of mitochondrial genome loss"
"538"	"S000002960"	"ORF"	"Verified"	"YER093C-A"	"AIM11"	"GEP8"	"chromosome 5"	""	"5"	348400	347912	"C"	NA	"2011-02-03"	"1996-07-31"	"Protein of unknown function; null mutant is viable but shows increased loss of mitochondrial genome and synthetic interaction with prohibitin (phb1); contains an intron; SWAT-GFP and mCherry fusion proteins localize to the mitochondria; YER093C-A has a paralog, YBL059W, that arose from the whole genome duplication"
"539"	"S000006619"	"tRNA_gene"	""	"tK(CUU)E2"	""	""	"chromosome 5"	"L000003802"	"5"	435824	435752	"C"	NA	"2011-02-03"	"2000-05-19"	"Lysine tRNA (tRNA-Lys), predicted by tRNAscan-SE analysis; a small portion is imported into mitochondria via interaction with mt lysyl-tRNA synthetase Msk1p and is necessary to decode AAG codons at high temperature, when base modification of mt-encoded tRNA-Lys is reduced"
"540"	"S000000942"	"ORF"	"Verified"	"YER140W"	"EMP65"	""	"chromosome 5"	""	"5"	451565	453235	"W"	NA	"2011-02-03"	"1996-07-31"	"Integral membrane protein of the ER; forms an ER-membrane associated protein complex with Slp1p; identified along with SLP1 in a screen for mutants defective in the unfolded protein response (UPR); proposed to function in the folding of integral membrane proteins; interacts genetically with MPS3; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
"541"	"S000000955"	"ORF"	"Verified"	"YER153C"	"PET122"	""	"chromosome 5"	"L000001397"	"5"	474805	474041	"C"	118	"2011-02-03"	"1996-07-31"	"Mitochondrial translational activator specific for the COX3 mRNA; acts together with Pet54p and Pet494p; located in the mitochondrial inner membrane"
"542"	"S000000956"	"ORF"	"Verified"	"YER154W"	"OXA1"	"membrane insertase OXA1|PET1402"	"chromosome 5"	"L000001318"	"5"	475020	476228	"W"	112	"2011-02-03"	"1996-07-31"	"Mitochondrial inner membrane insertase; mediates the insertion of both mitochondrial- and nuclear-encoded proteins from the matrix into the inner membrane; also has a role in insertion of carrier proteins into the inner membrane; acts as a voltage-gated ion channel, activated by substrate peptides; interacts with mitochondrial ribosomes; conserved from bacteria to animals"
"543"	"S000000970"	"ORF"	"Verified"	"YER168C"	"CCA1"	"tRNA adenylyltransferase|TNT1"	"chromosome 5"	"L000000232"	"5"	522669	521029	"C"	NA	"2011-02-03"	"1996-07-31"	"ATP (CTP):tRNA-specific tRNA nucleotidyltransferase; different forms targeted to the nucleus, cytosol, and mitochondrion are generated via the use of multiple transcriptional and translational start sites; human homolog TRNT1 complements yeast null mutant"
"544"	"S000000980"	"ORF"	"Verified"	"YER178W"	"PDA1"	"pyruvate dehydrogenase (acetyl-transferring) subunit E1 alpha"	"chromosome 5"	"L000001352"	"5"	546817	548079	"W"	143	"2011-02-03"	"2003-09-22|1996-07-31"	"E1 alpha subunit of the pyruvate dehydrogenase (PDH) complex; catalyzes the direct oxidative decarboxylation of pyruvate to acetyl-CoA; phosphorylated; regulated by glucose; PDH complex is concentrated in spots within the mitochondrial matrix, often near the ERMES complex and near peroxisomes"
"545"	"S000001848"	"ORF"	"Verified"	"YFL046W"	"FMP32"	""	"chromosome 6"	""	"6"	42815	43438	"W"	NA	"1996-07-31"	"1996-07-31"	"Putative assembly factor for cytochrome c oxidase; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; has similarity to human MCUR1/CCDC90A"
"546"	"S000001852"	"ORF"	"Verified"	"YFL042C"	"LAM5"	"LTC2|YFL043C"	"chromosome 6"	""	"6"	47744	45720	"C"	NA	"2001-05-29"	"2001-05-29|1996-07-31"	"Putative sterol transfer protein; one of six StART-like domain-containing proteins in yeast that may be involved in sterol transfer between intracellular membranes; conserved across eukaryotes; has both GRAM and StART-like (VASt) domains; localizes to membrane contact sites throughout the cell, including nucleus-vacuole junctions and ER-mitochondrial contact sites"
"547"	"S000001858"	"ORF"	"Verified"	"YFL036W"	"RPO41"	"DNA-directed RNA polymerase"	"chromosome 6"	"L000001747"	"6"	58782	62837	"W"	NA	"2011-02-03"	"1996-07-31"	"Mitochondrial RNA polymerase; single subunit enzyme similar to those of T3 and T7 bacteriophages; requires a specificity subunit encoded by MTF1 for promoter recognition; Mtf1p interacts with and stabilizes the Rpo41p-promoter complex, enhancing DNA bending and melting to facilitate pre-initiation open complex formation; Rpo41p also synthesizes RNA primers for mitochondrial DNA replication"
"548"	"S000001872"	"ORF"	"Verified"	"YFL022C"	"FRS2"	"phenylalanine--tRNA ligase subunit alpha"	"chromosome 6"	"L000000630"	"6"	95010	93499	"C"	NA	"2011-02-03"	"1996-07-31|2011-02-03"	"Alpha subunit of cytoplasmic phenylalanyl-tRNA synthetase; forms a tetramer with Frs1p to form active enzyme; evolutionarily distant from mitochondrial phenylalanyl-tRNA synthetase based on protein sequence, but substrate binding is similar"
"549"	"S000001876"	"ORF"	"Verified"	"YFL018C"	"LPD1"	"dihydrolipoyl dehydrogenase|HPD1"	"chromosome 6"	"L000000951"	"6"	103127	101628	"C"	NA	"2011-02-03"	"1996-07-31"	"Dihydrolipoamide dehydrogenase; the lipoamide dehydrogenase component (E3) of the pyruvate dehydrogenase and 2-oxoglutarate dehydrogenase multi-enzyme complexes; PDH complex is concentrated in spots within the mitochondrial matrix, often near the ERMES complex and near peroxisomes; LPD1 has a paralog, IRC15, that arose from the whole genome duplication"
"550"	"S000001900"	"ORF"	"Verified"	"YFR004W"	"RPN11"	"proteasome regulatory particle lid subunit RPN11|MPR1"	"chromosome 6"	"L000002976|L000002965"	"6"	153393	154313	"W"	NA	"2011-02-03"	"1996-07-31"	"Metalloprotease subunit of 19S regulatory particle; part of 26S proteasome lid; couples the deubiquitination and degradation of proteasome substrates; involved, independent of catalytic activity, in fission of mitochondria and peroxisomes; protein abundance increases in response to DNA replication stress"
"551"	"S000001907"	"ORF"	"Verified"	"YFR011C"	"MIC19"	"AIM13|MCS19"	"chromosome 6"	""	"6"	167258	166746	"C"	NA	"2011-02-03"	"1996-07-31"	"Component of the MICOS complex; MICOS (formerly MINOS or MitOS) is a mitochondrial inner membrane complex that extends into the intermembrane space and has a role in the maintenance of crista junctions, inner membrane architecture, and formation of contact sites to the outer membrane; Mic19p is peripheral to the inner membrane and may connect Mic60p with the Mic10p-Mic12p-Mic27p subcomplex; both yeast and human Mic19p become oxidized, and oxidation may regulate MICOS"
"552"	"S000001929"	"ORF"	"Verified"	"YFR033C"	"QCR6"	"ubiquinol--cytochrome-c reductase subunit 6|UCR6|COR3"	"chromosome 6"	"L000001546"	"6"	224769	224326	"C"	NA	"2011-02-03"	"1996-07-31"	"Subunit 6 of the ubiquinol cytochrome-c reductase complex; the complex, also known as the cytochrome bc(1) complex or Complex III, is a component of the mitochondrial inner membrane electron transport chain; highly acidic protein; required for maturation of cytochrome c1; may be loosely associated with the complex since it is easily released into the intermembrane space"
"553"	"S000006620"	"tRNA_gene"	""	"tK(CUU)F"	""	""	"chromosome 6"	"L000003812"	"6"	226760	226688	"C"	NA	"2011-02-03"	"2000-05-19|2011-02-03"	"Lysine tRNA (tRNA-Lys), predicted by tRNAscan-SE analysis; a small portion is imported into mitochondria via interaction with mt lysyl-tRNA synthetase Msk1p and is necessary to decode AAG codons at high temperature, when base modification of mt-encoded tRNA-Lys is reduced"
"554"	"S000001945"	"ORF"	"Verified"	"YFR049W"	"YMR31"	"KGD4|mitochondrial 37S ribosomal protein YMR31"	"chromosome 6"	"L000002726"	"6"	248523	248894	"W"	NA	"2011-02-03"	"1996-07-31"	"Subunit of the mitochondrial alpha-ketoglutarate dehydrogenase; recruits E3 subunit (Lpd1p) to the E1-E2 (Kgd1p, Kgd2p) core; has similarity to human mitochondrial ribosomal protein MRP-S36"
"555"	"S000003222"	"ORF"	"Verified"	"YGL253W"	"HXK2"	"hexokinase 2|SCI2|HKB|HEX1"	"chromosome 7"	"L000000834"	"7"	23935	25395	"W"	-167	"1996-07-31"	"1996-07-31"	"Hexokinase isoenzyme 2; phosphorylates glucose in cytosol; predominant hexokinase during growth on glucose; represses expression of HXK1, GLK1, induces expression of its own gene; antiapoptotic; phosphorylation/dephosphorylation at Ser14 by kinase Snf1p, phosphatase Glc7p-Reg1p regulates nucleocytoplasmic shuttling of Hxk2p; functions downstream of Sit4p in control of cell cycle, mitochondrial function, oxidative stress resistance, chronological lifespan; has paralog HXK1"
"556"	"S000003221"	"ORF"	"Verified"	"YGL252C"	"RTG2"	""	"chromosome 7"	"L000001784"	"7"	27484	25718	"C"	NA	"1996-07-31"	"1996-07-31"	"Sensor of mitochondrial dysfunction; regulates the subcellular location of Rtg1p and Rtg3p, transcriptional activators of the retrograde (RTG) and TOR pathways; Rtg2p is inhibited by the phosphorylated form of Mks1p"
"557"	"S000003218"	"ORF"	"Verified"	"YGL249W"	"ZIP2"	""	"chromosome 7"	"L000003536"	"7"	33098	35212	"W"	NA	"1996-07-31"	"1996-07-31"	"Meiosis-specific protein; involved in normal synaptonemal complex formation and pairing between homologous chromosomes during meiosis; relocalizes from mitochondrion to cytoplasm upon DNA replication stress"
"558"	"S000003205"	"ORF"	"Verified"	"YGL236C"	"MTO1"	"tRNA modification protein MTO1|IPS1"	"chromosome 7"	""	"7"	55796	53787	"C"	NA	"2004-07-15"	"2004-07-15|1996-07-31"	"Mitochondrial protein; forms heterodimer complex with Mss1p that performs 5-carboxymethylaminomethyl modification of the wobble uridine base in mitochondrial tRNAs; required for respiration in paromomycin-resistant 15S rRNA mutants; human homolog MTO1 can complement yeast null mutant"
"559"	"S000003195"	"ORF"	"Verified"	"YGL226W"	"MTC3"	""	"chromosome 7"	""	"7"	73340	73711	"W"	NA	"2011-02-03"	"1996-07-31"	"Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the mitochondrion; mtc3 is synthetically sick with cdc13-1"
"560"	"S000003189"	"ORF"	"Verified"	"YGL221C"	"NIF3"	"hypothetical protein"	"chromosome 7"	"L000003316"	"7"	82292	81426	"C"	NA	"2011-02-03"	"1996-07-31"	"Protein of unknown function; similar to Listeria monocytogenes major sigma factor (rpoD gene product); the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
"561"	"S000003187"	"ORF"	"Verified"	"YGL219C"	"MDM34"	"ERMES complex subunit MDM34|MMM2"	"chromosome 7"	""	"7"	84257	82878	"C"	NA	"2011-02-03"	"1996-07-31"	"Mitochondrial component of the ERMES complex; links the ER to mitochondria and may promote inter-organellar calcium and phospholipid exchange as well as coordinating mitochondrial DNA replication and growth; required for mitophagy; ERMES complex is often co-localized with peroxisomes and with concentrated areas of pyruvate dehydrogenase"
"562"	"S000003177"	"ORF"	"Verified"	"YGL209W"	"MIG2"	"MLZ1"	"chromosome 7"	"L000003254"	"7"	95858	97006	"W"	NA	"2011-02-03"	"1996-07-31"	"Zinc finger transcriptional repressor; cooperates with Mig1p in glucose-induced gene repression; under low glucose conditions relocalizes to mitochondrion, where it interacts with Ups1p, antagonizes mitochondrial fission factor Dnm1p, indicative of a role in mitochondrial fusion or regulating morphology; regulates filamentous growth in response to glucose depletion; activated in stochastic pulses of nuclear localization in response to low glucose"
"563"	"S000006621"	"tRNA_gene"	""	"tK(CUU)G1"	""	""	"chromosome 7"	"L000003820"	"7"	122269	122341	"W"	NA	"2011-02-03"	"2000-05-19"	"Lysine tRNA (tRNA-Lys), predicted by tRNAscan-SE analysis; a small portion is imported into mitochondria via interaction with mt lysyl-tRNA synthetase Msk1p and is necessary to decode AAG codons at high temperature, when base modification of mt-encoded tRNA-Lys is reduced"
"564"	"S000003155"	"ORF"	"Verified"	"YGL187C"	"COX4"	"cytochrome c oxidase subunit IV"	"chromosome 7"	"L000000386"	"7"	150171	149704	"C"	NA	"2011-02-03"	"1996-07-31"	"Subunit IV of cytochrome c oxidase; the terminal member of the mitochondrial inner membrane electron transport chain; precursor N-terminal 25 residues are cleaved during mitochondrial import; phosphorylated; spermidine enhances translation"
"565"	"S000006622"	"tRNA_gene"	""	"tK(CUU)G2"	""	""	"chromosome 7"	"L000003852"	"7"	185786	185714	"C"	NA	"2011-02-03"	"2000-05-19"	"Lysine tRNA (tRNA-Lys), predicted by tRNAscan-SE analysis; a small portion is imported into mitochondria via interaction with mt lysyl-tRNA synthetase Msk1p and is necessary to decode AAG codons at high temperature, when base modification of mt-encoded tRNA-Lys is reduced"
"566"	"S000003111"	"ORF"	"Verified"	"YGL143C"	"MRF1"	""	"chromosome 7"	"L000001150"	"7"	235958	234717	"C"	NA	"2011-02-03"	"1996-07-31"	"Mitochondrial translation release factor; involved in stop codon recognition and hydrolysis of the peptidyl-tRNA bond during mitochondrial translation; lack of MRF1 causes mitochondrial genome instability"
"567"	"S000003104"	"ORF"	"Verified"	"YGL136C"	"MRM2"	"21S rRNA (uridine2791-2'-O) methyltransferase"	"chromosome 7"	""	"7"	253859	252897	"C"	NA	"2011-02-03"	"1996-07-31"	"Mitochondrial 2' O-ribose methyltransferase; required for methylation of U(2791) in 21S rRNA; MRM2 deletion confers thermosensitive respiration and loss of mitochondrial DNA; has similarity to Spb1p and Trm7p, and to E. coli FtsJ/RrmJ"
